cod_parroquia,provincia,canton,parroquia,direccion_busqueda,lat,lon
040650,CARCHI,SAN PEDRO DE HUACA,HUACA,"HUACA, SAN PEDRO DE HUACA, CARCHI, Ecuador",0.6261959,-77.7289043
040651,CARCHI,SAN PEDRO DE HUACA,MARISCAL SUCRE,"MARISCAL SUCRE, SAN PEDRO DE HUACA, CARCHI, Ecuador",0.5936829,-77.733301
050150,COTOPAXI,LATACUNGA,LATACUNGA,"LATACUNGA, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050150,COTOPAXI,LATACUNGA,LATACUNGA,"LATACUNGA, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050150,COTOPAXI,LATACUNGA,LATACUNGA,"LATACUNGA, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050150,COTOPAXI,LATACUNGA,LATACUNGA,"LATACUNGA, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050150,COTOPAXI,LATACUNGA,LATACUNGA,"LATACUNGA, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050151,COTOPAXI,LATACUNGA,ALÁQUEZ,"ALÁQUEZ, LATACUNGA, COTOPAXI, Ecuador",-0.9339953,-78.6145698
050152,COTOPAXI,LATACUNGA,BELISARIO QUEVEDO,"BELISARIO QUEVEDO, LATACUNGA, COTOPAXI, Ecuador",-0.9343412,-78.6160875
050153,COTOPAXI,LATACUNGA,GUAYTACAMA,"GUAYTACAMA, LATACUNGA, COTOPAXI, Ecuador",-0.8248348,-78.6427107
050154,COTOPAXI,LATACUNGA,JOSEGUANGO BAJO,"JOSEGUANGO BAJO, LATACUNGA, COTOPAXI, Ecuador",-0.8270628,-78.6058242
050156,COTOPAXI,LATACUNGA,MULALÓ,"MULALÓ, LATACUNGA, COTOPAXI, Ecuador",-0.7009683,-78.52065
050157,COTOPAXI,LATACUNGA,ONCE DE NOVIEMBRE,"ONCE DE NOVIEMBRE, LATACUNGA, COTOPAXI, Ecuador",-0.8999999999999999,-78.66666699999999
050158,COTOPAXI,LATACUNGA,POALÓ,"POALÓ, LATACUNGA, COTOPAXI, Ecuador",-0.8787944999999999,-78.713608
050159,COTOPAXI,LATACUNGA,SAN JUAN DE PASTOCALLE,"SAN JUAN DE PASTOCALLE, LATACUNGA, COTOPAXI, Ecuador",-0.6826317,-78.6341996
050161,COTOPAXI,LATACUNGA,TANICUCHÍ,"TANICUCHÍ, LATACUNGA, COTOPAXI, Ecuador",-0.7851667,-78.64554749999999
050162,COTOPAXI,LATACUNGA,TOACASO,"TOACASO, LATACUNGA, COTOPAXI, Ecuador",-0.7202168,-78.77028949999999
050250,COTOPAXI,LA MANÁ,LA MANÁ,"LA MANÁ, LA MANÁ, COTOPAXI, Ecuador",-0.9411949000000001,-79.23160419999999
050250,COTOPAXI,LA MANÁ,LA MANÁ,"LA MANÁ, LA MANÁ, COTOPAXI, Ecuador",-0.9411949000000001,-79.23160419999999
050250,COTOPAXI,LA MANÁ,LA MANÁ,"LA MANÁ, LA MANÁ, COTOPAXI, Ecuador",-0.9411949000000001,-79.23160419999999
050251,COTOPAXI,LA MANÁ,GUASAGANDA,"GUASAGANDA, LA MANÁ, COTOPAXI, Ecuador",-0.796804,-79.15869099999999
050252,COTOPAXI,LA MANÁ,PUCAYACU,"PUCAYACU, LA MANÁ, COTOPAXI, Ecuador",-0.714769,-79.114357
050350,COTOPAXI,PANGUA,EL CORAZÓN,"EL CORAZÓN, PANGUA, COTOPAXI, Ecuador",-1.1197631,-79.1604971
050351,COTOPAXI,PANGUA,MORASPUNGO,"MORASPUNGO, PANGUA, COTOPAXI, Ecuador",-1.0776763,-79.24511489999999
050352,COTOPAXI,PANGUA,PINLLOPATA,"PINLLOPATA, PANGUA, COTOPAXI, Ecuador",-1.143595,-79.02675599999999
050353,COTOPAXI,PANGUA,RAMÓN CAMPAÑA,"RAMÓN CAMPAÑA, PANGUA, COTOPAXI, Ecuador",-1.116667,-79.083333
050450,COTOPAXI,PUJILÍ,PUJILÍ,"PUJILÍ, PUJILÍ, COTOPAXI, Ecuador",-0.9583345000000001,-78.6965972
050451,COTOPAXI,PUJILÍ,ANGAMARCA,"ANGAMARCA, PUJILÍ, COTOPAXI, Ecuador",-1.121458,-78.924133
050453,COTOPAXI,PUJILÍ,GUANGAJE,"GUANGAJE, PUJILÍ, COTOPAXI, Ecuador",-0.866667,-78.833333
050455,COTOPAXI,PUJILÍ,LA VICTORIA,"LA VICTORIA, PUJILÍ, COTOPAXI, Ecuador",-0.9258438,-78.68963219999999
050456,COTOPAXI,PUJILÍ,PILALÓ,"PILALÓ, PUJILÍ, COTOPAXI, Ecuador",-0.9471259999999999,-78.989594
050457,COTOPAXI,PUJILÍ,TINGO,"TINGO, PUJILÍ, COTOPAXI, Ecuador",-0.8999999999999999,-79.05
050458,COTOPAXI,PUJILÍ,ZUMBAHUA,"ZUMBAHUA, PUJILÍ, COTOPAXI, Ecuador",-0.9590101,-78.90053329999999
050550,COTOPAXI,SALCEDO,SAN MIGUEL,"SAN MIGUEL, SALCEDO, COTOPAXI, Ecuador",-1.0421893,-78.5907367
050551,COTOPAXI,SALCEDO,ANTONIO JOSÉ HOLGUÍN,"ANTONIO JOSÉ HOLGUÍN, SALCEDO, COTOPAXI, Ecuador",-1.0964643,-78.60298619999999
050552,COTOPAXI,SALCEDO,CUSUBAMBA,"CUSUBAMBA, SALCEDO, COTOPAXI, Ecuador",-1.0945807,-78.72494689999999
050553,COTOPAXI,SALCEDO,MULALILLO,"MULALILLO, SALCEDO, COTOPAXI, Ecuador",-1.1036814,-78.64554749999999
050554,COTOPAXI,SALCEDO,MULLIQUINDIL,"MULLIQUINDIL, SALCEDO, COTOPAXI, Ecuador",-1.0355028,-78.5885363
050555,COTOPAXI,SALCEDO,PANSALEO,"PANSALEO, SALCEDO, COTOPAXI, Ecuador",-1.0368353,-78.5894989
050650,COTOPAXI,SAQUISILÍ,SAQUISILÍ,"SAQUISILÍ, SAQUISILÍ, COTOPAXI, Ecuador",-0.8225734,-78.6682395
050651,COTOPAXI,SAQUISILÍ,CANCHAGUA,"CANCHAGUA, SAQUISILÍ, COTOPAXI, Ecuador",-0.7853534,-78.713608
050652,COTOPAXI,SAQUISILÍ,CHANTILÍN,"CHANTILÍN, SAQUISILÍ, COTOPAXI, Ecuador",-0.8404349999999999,-78.6618629
050653,COTOPAXI,SAQUISILÍ,COCHAPAMBA,"COCHAPAMBA, SAQUISILÍ, COTOPAXI, Ecuador",-0.8322105,-78.77028949999999
050750,COTOPAXI,SIGCHOS,SIGCHOS,"SIGCHOS, SIGCHOS, COTOPAXI, Ecuador",-0.6987611,-78.8862019
050751,COTOPAXI,SIGCHOS,CHUGCHILLÁN,"CHUGCHILLÁN, SIGCHOS, COTOPAXI, Ecuador",-0.7994696,-78.9204984
050752,COTOPAXI,SIGCHOS,ISINLIVI,"ISINLIVI, SIGCHOS, COTOPAXI, Ecuador",-0.701018,-78.886253
050753,COTOPAXI,SIGCHOS,LAS PAMPAS,"LAS PAMPAS, SIGCHOS, COTOPAXI, Ecuador",-0.4974879,-78.95145099999999
050754,COTOPAXI,SIGCHOS,PALO QUEMADO,"PALO QUEMADO, SIGCHOS, COTOPAXI, Ecuador",-0.4325837,-78.9175088
060150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,"RIOBAMBA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6650227,-78.6588786
060150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,"RIOBAMBA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6650227,-78.6588786
060150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,"RIOBAMBA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6650227,-78.6588786
060150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,"RIOBAMBA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6650227,-78.6588786
060150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,"RIOBAMBA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6650227,-78.6588786
060151,CHIMBORAZO,RIOBAMBA,CACHA,"CACHA, RIOBAMBA, CHIMBORAZO, Ecuador",-1.710438,-78.713608
060152,CHIMBORAZO,RIOBAMBA,CALPI,"CALPI, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6774981,-78.6635309
060153,CHIMBORAZO,RIOBAMBA,CUBIJÍES,"CUBIJÍES, RIOBAMBA, CHIMBORAZO, Ecuador",-1.644368,-78.58738699999999
060154,CHIMBORAZO,RIOBAMBA,FLORES,"FLORES, RIOBAMBA, CHIMBORAZO, Ecuador",-1.814473,-78.644211
060155,CHIMBORAZO,RIOBAMBA,LICÁN,"LICÁN, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6508058,-78.7107731
060156,CHIMBORAZO,RIOBAMBA,LICTO,"LICTO, RIOBAMBA, CHIMBORAZO, Ecuador",-1.80544,-78.60121199999999
060157,CHIMBORAZO,RIOBAMBA,PUNGALÁ,"PUNGALÁ, RIOBAMBA, CHIMBORAZO, Ecuador",-1.818029,-78.59247599999999
060158,CHIMBORAZO,RIOBAMBA,PUNÍN,"PUNÍN, RIOBAMBA, CHIMBORAZO, Ecuador",-1.764406,-78.65514399999999
060159,CHIMBORAZO,RIOBAMBA,QUIMIAG,"QUIMIAG, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6617459,-78.54337009999999
060160,CHIMBORAZO,RIOBAMBA,SAN JUAN,"SAN JUAN, RIOBAMBA, CHIMBORAZO, Ecuador",-1.623822,-78.80027
060161,CHIMBORAZO,RIOBAMBA,SAN LUIS,"SAN LUIS, RIOBAMBA, CHIMBORAZO, Ecuador",-1.6749163,-78.6631152
060250,CHIMBORAZO,ALAUSÍ,ALAUSÍ,"ALAUSÍ, ALAUSÍ, CHIMBORAZO, Ecuador",-2.198607,-78.8467579
060251,CHIMBORAZO,ALAUSÍ,ACHUPALLAS,"ACHUPALLAS, ALAUSÍ, CHIMBORAZO, Ecuador",-2.2831742,-78.76816450000001
060253,CHIMBORAZO,ALAUSÍ,GUASUNTOS,"GUASUNTOS, ALAUSÍ, CHIMBORAZO, Ecuador",-2.2327577,-78.8120713
060254,CHIMBORAZO,ALAUSÍ,HUIGRA,"HUIGRA, ALAUSÍ, CHIMBORAZO, Ecuador",-2.2881724,-78.98149409999999
060255,CHIMBORAZO,ALAUSÍ,MULTITUD,"MULTITUD, ALAUSÍ, CHIMBORAZO, Ecuador",-2.1057509,-78.9926577
060256,CHIMBORAZO,ALAUSÍ,PISTISHI,"PISTISHI, ALAUSÍ, CHIMBORAZO, Ecuador",-2.254412,-78.87789459999999
060257,CHIMBORAZO,ALAUSÍ,PUMALLACTA,"PUMALLACTA, ALAUSÍ, CHIMBORAZO, Ecuador",-2.2732258,-78.8099472
060258,CHIMBORAZO,ALAUSÍ,SEVILLA,"SEVILLA, ALAUSÍ, CHIMBORAZO, Ecuador",-2.3023422,-78.821275
060259,CHIMBORAZO,ALAUSÍ,SIBAMBE,"SIBAMBE, ALAUSÍ, CHIMBORAZO, Ecuador",-2.22614,-78.89003
060260,CHIMBORAZO,ALAUSÍ,TIXÁN,"TIXÁN, ALAUSÍ, CHIMBORAZO, Ecuador",-2.1536391,-78.8028666
060350,CHIMBORAZO,COLTA,VILLA LA UNIÓN,"VILLA LA UNIÓN, COLTA, CHIMBORAZO, Ecuador",-1.7084047,-78.7731227
060350,CHIMBORAZO,COLTA,VILLA LA UNIÓN,"VILLA LA UNIÓN, COLTA, CHIMBORAZO, Ecuador",-1.7084047,-78.7731227
060351,CHIMBORAZO,COLTA,CAÑI,"CAÑI, COLTA, CHIMBORAZO, Ecuador",-1.8,-78.98333300000002
060352,CHIMBORAZO,COLTA,COLUMBE,"COLUMBE, COLTA, CHIMBORAZO, Ecuador",-1.8542209,-78.77028949999999
060353,CHIMBORAZO,COLTA,JUAN DE VELASCO,"JUAN DE VELASCO, COLTA, CHIMBORAZO, Ecuador",-1.816667,-78.86666699999999
060354,CHIMBORAZO,COLTA,SANTIAGO DE QUITO,"SANTIAGO DE QUITO, COLTA, CHIMBORAZO, Ecuador",-1.786868,-78.713608
060450,CHIMBORAZO,CHAMBO,CHAMBO,"CHAMBO, CHAMBO, CHIMBORAZO, Ecuador",-1.7313569,-78.5970044
060550,CHIMBORAZO,CHUNCHI,CHUNCHI,"CHUNCHI, CHUNCHI, CHIMBORAZO, Ecuador",-2.2898244,-78.9217522
060551,CHIMBORAZO,CHUNCHI,CAPZOL,"CAPZOL, CHUNCHI, CHIMBORAZO, Ecuador",-2.3128302,-78.9231667
060552,CHIMBORAZO,CHUNCHI,COMPUD,"COMPUD, CHUNCHI, CHIMBORAZO, Ecuador",-2.3612788,-78.9231667
060553,CHIMBORAZO,CHUNCHI,GONZOL,"GONZOL, CHUNCHI, CHIMBORAZO, Ecuador",-2.2620226,-78.8460501
060554,CHIMBORAZO,CHUNCHI,LLAGOS,"LLAGOS, CHUNCHI, CHIMBORAZO, Ecuador",-2.362622,-78.98307799999999
060650,CHIMBORAZO,GUAMOTE,GUAMOTE,"GUAMOTE, GUAMOTE, CHIMBORAZO, Ecuador",-1.9350742,-78.7099028
060651,CHIMBORAZO,GUAMOTE,CEBADAS,"CEBADAS, GUAMOTE, CHIMBORAZO, Ecuador",-1.908452,-78.64106799999999
060652,CHIMBORAZO,GUAMOTE,PALMIRA,"PALMIRA, GUAMOTE, CHIMBORAZO, Ecuador",-2.0640782,-78.7433698
060750,CHIMBORAZO,GUANO,GUANO,"GUANO, GUANO, CHIMBORAZO, Ecuador",-1.6074884,-78.6313624
060750,CHIMBORAZO,GUANO,GUANO,"GUANO, GUANO, CHIMBORAZO, Ecuador",-1.6074884,-78.6313624
060751,CHIMBORAZO,GUANO,GUANANDO,"GUANANDO, GUANO, CHIMBORAZO, Ecuador",-1.5023324,-78.52349029999999
060752,CHIMBORAZO,GUANO,ILAPO,"ILAPO, GUANO, CHIMBORAZO, Ecuador",-1.5525234,-78.5831181
060753,CHIMBORAZO,GUANO,LA PROVIDENCIA,"LA PROVIDENCIA, GUANO, CHIMBORAZO, Ecuador",-1.5808597,-78.5490494
060754,CHIMBORAZO,GUANO,SAN ANDRÉS,"SAN ANDRÉS, GUANO, CHIMBORAZO, Ecuador",-1.5935908,-78.6994326
060755,CHIMBORAZO,GUANO,SAN GERARDO,"SAN GERARDO, GUANO, CHIMBORAZO, Ecuador",-1.6371576,-78.6157565
060756,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,"SAN ISIDRO DE PATULÚ, GUANO, CHIMBORAZO, Ecuador",-1.5482947,-78.6795836
060757,CHIMBORAZO,GUANO,SAN JOSÉ DEL CHAZO,"SAN JOSÉ DEL CHAZO, GUANO, CHIMBORAZO, Ecuador",-1.5238333,-78.5490494
060758,CHIMBORAZO,GUANO,SANTA FÉ DE GALÁN,"SANTA FÉ DE GALÁN, GUANO, CHIMBORAZO, Ecuador",-1.4954689,-78.5717631
060759,CHIMBORAZO,GUANO,VALPARAISO,"VALPARAISO, GUANO, CHIMBORAZO, Ecuador",-1.5526475,-78.6058242
060850,CHIMBORAZO,PALLATANGA,PALLATANGA,"PALLATANGA, PALLATANGA, CHIMBORAZO, Ecuador",-1.9960755,-78.9646941
060950,CHIMBORAZO,PENIPE,PENIPE,"PENIPE, PENIPE, CHIMBORAZO, Ecuador",-1.5668763,-78.5313953
060951,CHIMBORAZO,PENIPE,EL ALTAR,"EL ALTAR, PENIPE, CHIMBORAZO, Ecuador",-1.5564925,-78.44108949999999
060952,CHIMBORAZO,PENIPE,MATUS,"MATUS, PENIPE, CHIMBORAZO, Ecuador",-1.548738,-78.495232
060953,CHIMBORAZO,PENIPE,PUELA,"PUELA, PENIPE, CHIMBORAZO, Ecuador",-1.516667,-78.5
060954,CHIMBORAZO,PENIPE,SAN ANTONIO DE BAYUSHIG,"SAN ANTONIO DE BAYUSHIG, PENIPE, CHIMBORAZO, Ecuador",-1.5497895,-78.51780959999999
060955,CHIMBORAZO,PENIPE,LA CANDELARIA,"LA CANDELARIA, PENIPE, CHIMBORAZO, Ecuador",-1.651618,-78.44108949999999
060956,CHIMBORAZO,PENIPE,BILBAO,"BILBAO, PENIPE, CHIMBORAZO, Ecuador",-1.4665889,-78.49224269999999
061050,CHIMBORAZO,CUMANDÁ,CUMANDÁ,"CUMANDÁ, CUMANDÁ, CHIMBORAZO, Ecuador",-2.206582,-79.1336706
070150,EL ORO,MACHALA,MACHALA,"MACHALA, MACHALA, EL ORO, Ecuador",-3.258153,-79.959615
070150,EL ORO,MACHALA,MACHALA,"MACHALA, MACHALA, EL ORO, Ecuador",-3.258153,-79.959615
070150,EL ORO,MACHALA,MACHALA,"MACHALA, MACHALA, EL ORO, Ecuador",-3.258153,-79.959615
070150,EL ORO,MACHALA,MACHALA,"MACHALA, MACHALA, EL ORO, Ecuador",-3.258153,-79.959615
070150,EL ORO,MACHALA,MACHALA,"MACHALA, MACHALA, EL ORO, Ecuador",-3.258153,-79.959615
070152,EL ORO,MACHALA,EL RETIRO,"EL RETIRO, MACHALA, EL ORO, Ecuador",-3.3854156,-79.9094751
070250,EL ORO,ARENILLAS,ARENILLAS,"ARENILLAS, ARENILLAS, EL ORO, Ecuador",-3.5561115,-80.0654679
070251,EL ORO,ARENILLAS,CHACRAS,"CHACRAS, ARENILLAS, EL ORO, Ecuador",-3.5561115,-80.0654679
070254,EL ORO,ARENILLAS,PALMALES,"PALMALES, ARENILLAS, EL ORO, Ecuador",-3.708168199999999,-80.1205256
070255,EL ORO,ARENILLAS,CARCABÓN,"CARCABÓN, ARENILLAS, EL ORO, Ecuador",-3.6250853,-80.1888579
070256,EL ORO,ARENILLAS,LA CUCA,"LA CUCA, ARENILLAS, EL ORO, Ecuador",-3.4965869,-80.06885869999999
070350,EL ORO,ATAHUALPA,PACCHA,"PACCHA, ATAHUALPA, EL ORO, Ecuador",-3.5874024,-79.6649896
070351,EL ORO,ATAHUALPA,AYAPAMBA,"AYAPAMBA, ATAHUALPA, EL ORO, Ecuador",-3.590520799999999,-79.65863089999999
070352,EL ORO,ATAHUALPA,CORDONCILLO,"CORDONCILLO, ATAHUALPA, EL ORO, Ecuador",-3.590520799999999,-79.65863089999999
070353,EL ORO,ATAHUALPA,MILAGRO,"MILAGRO, ATAHUALPA, EL ORO, Ecuador",-3.625507,-79.66424409999999
070354,EL ORO,ATAHUALPA,SAN JOSÉ,"SAN JOSÉ, ATAHUALPA, EL ORO, Ecuador",-3.6291369,-79.6544208
070355,EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,"SAN JUAN DE CERRO AZUL, ATAHUALPA, EL ORO, Ecuador",-3.590520799999999,-79.65863089999999
070450,EL ORO,BALSAS,BALSAS,"BALSAS, BALSAS, EL ORO, Ecuador",-3.7617013,-79.822823
070451,EL ORO,BALSAS,BELLAMARÍA,"BELLAMARÍA, BALSAS, EL ORO, Ecuador",-3.7619757,-79.8471806
070550,EL ORO,CHILLA,CHILLA,"CHILLA, CHILLA, EL ORO, Ecuador",-3.4576431,-79.5772008
070650,EL ORO,EL GUABO,EL GUABO,"EL GUABO, EL GUABO, EL ORO, Ecuador",-3.2368706,-79.8184684
070651,EL ORO,EL GUABO,BARBONES,"BARBONES, EL GUABO, EL ORO, Ecuador",-3.1889488,-79.8534821
070652,EL ORO,EL GUABO,LA IBERIA,"LA IBERIA, EL GUABO, EL ORO, Ecuador",-3.242447,-79.8800832
070653,EL ORO,EL GUABO,TENDALES,"TENDALES, EL GUABO, EL ORO, Ecuador",-3.123121,-79.8406679
070654,EL ORO,EL GUABO,RÍO BONITO,"RÍO BONITO, EL GUABO, EL ORO, Ecuador",-3.1367999,-79.70633169999999
070750,EL ORO,HUAQUILLAS,HUAQUILLAS,"HUAQUILLAS, HUAQUILLAS, EL ORO, Ecuador",-3.4763823,-80.2225448
070750,EL ORO,HUAQUILLAS,HUAQUILLAS,"HUAQUILLAS, HUAQUILLAS, EL ORO, Ecuador",-3.4763823,-80.2225448
070750,EL ORO,HUAQUILLAS,HUAQUILLAS,"HUAQUILLAS, HUAQUILLAS, EL ORO, Ecuador",-3.4763823,-80.2225448
070750,EL ORO,HUAQUILLAS,HUAQUILLAS,"HUAQUILLAS, HUAQUILLAS, EL ORO, Ecuador",-3.4763823,-80.2225448
070750,EL ORO,HUAQUILLAS,HUAQUILLAS,"HUAQUILLAS, HUAQUILLAS, EL ORO, Ecuador",-3.4763823,-80.2225448
070850,EL ORO,MARCABELÍ,MARCABELÍ,"MARCABELÍ, MARCABELÍ, EL ORO, Ecuador",-3.7846512,-79.9122738
070851,EL ORO,MARCABELÍ,EL INGENIO,"EL INGENIO, MARCABELÍ, EL ORO, Ecuador",-3.7346302,-79.9306381
070950,EL ORO,PASAJE,PASAJE,"PASAJE, PASAJE, EL ORO, Ecuador",-3.3269061,-79.8053595
070950,EL ORO,PASAJE,PASAJE,"PASAJE, PASAJE, EL ORO, Ecuador",-3.3269061,-79.8053595
070950,EL ORO,PASAJE,PASAJE,"PASAJE, PASAJE, EL ORO, Ecuador",-3.3269061,-79.8053595
070950,EL ORO,PASAJE,PASAJE,"PASAJE, PASAJE, EL ORO, Ecuador",-3.3269061,-79.8053595
070951,EL ORO,PASAJE,BUENAVISTA,"BUENAVISTA, PASAJE, EL ORO, Ecuador",-3.3623833,-79.84508
070952,EL ORO,PASAJE,CASACAY,"CASACAY, PASAJE, EL ORO, Ecuador",-3.3230269,-79.7250306
070953,EL ORO,PASAJE,LA PEAÑA,"LA PEAÑA, PASAJE, EL ORO, Ecuador",-3.3116328,-79.85768279999999
070954,EL ORO,PASAJE,PROGRESO,"PROGRESO, PASAJE, EL ORO, Ecuador",-3.2592413,-79.9583541
070955,EL ORO,PASAJE,UZHCURRUMI,"UZHCURRUMI, PASAJE, EL ORO, Ecuador",-3.325007400000001,-79.5954587
070956,EL ORO,PASAJE,CAÑAQUEMADA,"CAÑAQUEMADA, PASAJE, EL ORO, Ecuador",-3.2814134,-79.8128649
071050,EL ORO,PIÑAS,PIÑAS,"PIÑAS, PIÑAS, EL ORO, Ecuador",-3.6806643,-79.6817586
071050,EL ORO,PIÑAS,PIÑAS,"PIÑAS, PIÑAS, EL ORO, Ecuador",-3.6806643,-79.6817586
071050,EL ORO,PIÑAS,PIÑAS,"PIÑAS, PIÑAS, EL ORO, Ecuador",-3.6806643,-79.6817586
071051,EL ORO,PIÑAS,CAPIRO,"CAPIRO, PIÑAS, EL ORO, Ecuador",-3.6830245,-79.6806237
071052,EL ORO,PIÑAS,LA BOCANA,"LA BOCANA, PIÑAS, EL ORO, Ecuador",-3.6799553,-79.6784218
071053,EL ORO,PIÑAS,MOROMORO,"MOROMORO, PIÑAS, EL ORO, Ecuador",-3.682057,-79.74305
071054,EL ORO,PIÑAS,PIEDRAS,"PIEDRAS, PIÑAS, EL ORO, Ecuador",-3.6797537,-79.678164
071055,EL ORO,PIÑAS,SAN ROQUE,"SAN ROQUE, PIÑAS, EL ORO, Ecuador",-3.726135,-79.669708
071056,EL ORO,PIÑAS,SARACAY,"SARACAY, PIÑAS, EL ORO, Ecuador",-3.641571,-79.86157
071150,EL ORO,PORTOVELO,PORTOVELO,"PORTOVELO, PORTOVELO, EL ORO, Ecuador",-3.7157462,-79.61877989999999
071151,EL ORO,PORTOVELO,CURTINCAPA,"CURTINCAPA, PORTOVELO, EL ORO, Ecuador",-3.7308528,-79.5492936
071152,EL ORO,PORTOVELO,MORALES,"MORALES, PORTOVELO, EL ORO, Ecuador",-3.718882899999999,-79.54347949999999
071153,EL ORO,PORTOVELO,SALATÍ,"SALATÍ, PORTOVELO, EL ORO, Ecuador",-3.7532672,-79.5357556
071250,EL ORO,SANTA ROSA,SANTA ROSA,"SANTA ROSA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071250,EL ORO,SANTA ROSA,SANTA ROSA,"SANTA ROSA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071250,EL ORO,SANTA ROSA,SANTA ROSA,"SANTA ROSA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071250,EL ORO,SANTA ROSA,SANTA ROSA,"SANTA ROSA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071250,EL ORO,SANTA ROSA,SANTA ROSA,"SANTA ROSA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071251,EL ORO,SANTA ROSA,BELLAVISTA,"BELLAVISTA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071252,EL ORO,SANTA ROSA,JAMBELÍ,"JAMBELÍ, SANTA ROSA, EL ORO, Ecuador",-3.4419425,-79.9613087
071253,EL ORO,SANTA ROSA,LA AVANZADA,"LA AVANZADA, SANTA ROSA, EL ORO, Ecuador",-3.535879,-79.956216
071254,EL ORO,SANTA ROSA,SAN ANTONIO,"SAN ANTONIO, SANTA ROSA, EL ORO, Ecuador",-3.508298,-80.014397
071255,EL ORO,SANTA ROSA,TORATA,"TORATA, SANTA ROSA, EL ORO, Ecuador",-3.599484,-79.889832
071256,EL ORO,SANTA ROSA,VICTORIA,"VICTORIA, SANTA ROSA, EL ORO, Ecuador",-3.4593888,-79.9668308
071257,EL ORO,SANTA ROSA,BELLAMARÍA,"BELLAMARÍA, SANTA ROSA, EL ORO, Ecuador",-3.515544,-79.8632834
071350,EL ORO,ZARUMA,ZARUMA,"ZARUMA, ZARUMA, EL ORO, Ecuador",-3.6927747,-79.6111529
071351,EL ORO,ZARUMA,ABAÑÍN,"ABAÑÍN, ZARUMA, EL ORO, Ecuador",-3.334893,-79.497597
071352,EL ORO,ZARUMA,ARCAPAMBA,"ARCAPAMBA, ZARUMA, EL ORO, Ecuador",-3.64928,-79.615819
071353,EL ORO,ZARUMA,GUANAZÁN,"GUANAZÁN, ZARUMA, EL ORO, Ecuador",-3.461729,-79.486801
071354,EL ORO,ZARUMA,GUIZHAGUIÑA,"GUIZHAGUIÑA, ZARUMA, EL ORO, Ecuador",-3.692369,-79.55252899999999
071355,EL ORO,ZARUMA,HUERTAS,"HUERTAS, ZARUMA, EL ORO, Ecuador",-3.6070409,-79.6312617
071356,EL ORO,ZARUMA,MALVAS,"MALVAS, ZARUMA, EL ORO, Ecuador",-3.656300299999999,-79.6291561
071357,EL ORO,ZARUMA,MULUNCAY GRANDE,"MULUNCAY GRANDE, ZARUMA, EL ORO, Ecuador",-3.6401564,-79.63617479999999
071358,EL ORO,ZARUMA,SINSAO,"SINSAO, ZARUMA, EL ORO, Ecuador",-3.6170177,-79.5772008
071359,EL ORO,ZARUMA,SALVIAS,"SALVIAS, ZARUMA, EL ORO, Ecuador",-3.638174,-79.54785100000001
071450,EL ORO,LAS LAJAS,LA VICTORIA,"LA VICTORIA, LAS LAJAS, EL ORO, Ecuador",-3.7851382,-80.0618743
071450,EL ORO,LAS LAJAS,LA VICTORIA,"LA VICTORIA, LAS LAJAS, EL ORO, Ecuador",-3.7851382,-80.0618743
071450,EL ORO,LAS LAJAS,LA VICTORIA,"LA VICTORIA, LAS LAJAS, EL ORO, Ecuador",-3.7851382,-80.0618743
071451,EL ORO,LAS LAJAS,LA LIBERTAD,"LA LIBERTAD, LAS LAJAS, EL ORO, Ecuador",-3.8477027,-80.1044703
071452,EL ORO,LAS LAJAS,EL PARAÍSO,"EL PARAÍSO, LAS LAJAS, EL ORO, Ecuador",-3.7771364,-80.0199562
071453,EL ORO,LAS LAJAS,SAN ISIDRO,"SAN ISIDRO, LAS LAJAS, EL ORO, Ecuador",-3.7368085,-79.99759159999999
