cod_parroquia,provincia,canton,parroquia,direccion_busqueda,lat,lon
100355,IMBABURA,COTACACHI,PLAZA GUTIÉRREZ,"PLAZA GUTIÉRREZ, COTACACHI, IMBABURA, Ecuador",0.3504375,-78.49313049999999
100356,IMBABURA,COTACACHI,QUIROGA,"QUIROGA, COTACACHI, IMBABURA, Ecuador",0.3022795,-78.2615515
100357,IMBABURA,COTACACHI,SEIS DE JULIO DE CUELLAJE,"SEIS DE JULIO DE CUELLAJE, COTACACHI, IMBABURA, Ecuador",0.4,-78.516667
100358,IMBABURA,COTACACHI,VACAS GALINDO,"VACAS GALINDO, COTACACHI, IMBABURA, Ecuador",0.3039991,-78.5675047
100450,IMBABURA,OTAVALO,OTAVALO,"OTAVALO, OTAVALO, IMBABURA, Ecuador",0.2343005,-78.2610672
100450,IMBABURA,OTAVALO,OTAVALO,"OTAVALO, OTAVALO, IMBABURA, Ecuador",0.2343005,-78.2610672
100451,IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS,"DR. MIGUEL EGAS CABEZAS, OTAVALO, IMBABURA, Ecuador",0.2519004,-78.230526
100452,IMBABURA,OTAVALO,EUGENIO ESPEJO,"EUGENIO ESPEJO, OTAVALO, IMBABURA, Ecuador",0.2082854,-78.2504624
100453,IMBABURA,OTAVALO,GONZÁLEZ SUÁREZ,"GONZÁLEZ SUÁREZ, OTAVALO, IMBABURA, Ecuador",0.1807234,-78.20488780000001
100454,IMBABURA,OTAVALO,PATAQUÍ,"PATAQUÍ, OTAVALO, IMBABURA, Ecuador",0.1854131,-78.3586224
100455,IMBABURA,OTAVALO,SAN JOSÉ DE QUICHINCHE,"SAN JOSÉ DE QUICHINCHE, OTAVALO, IMBABURA, Ecuador",0.2343005,-78.2610672
100456,IMBABURA,OTAVALO,SAN JUAN DE ILUMÁN,"SAN JUAN DE ILUMÁN, OTAVALO, IMBABURA, Ecuador",0.281335,-78.23552699999999
100457,IMBABURA,OTAVALO,SAN PABLO,"SAN PABLO, OTAVALO, IMBABURA, Ecuador",0.2432263,-78.2659658
100458,IMBABURA,OTAVALO,SAN RAFAEL,"SAN RAFAEL, OTAVALO, IMBABURA, Ecuador",0.1916347,-78.2298139
100459,IMBABURA,OTAVALO,SELVA ALEGRE,"SELVA ALEGRE, OTAVALO, IMBABURA, Ecuador",0.2707018,-78.4269376
100550,IMBABURA,PIMAMPIRO,PIMAMPIRO,"PIMAMPIRO, PIMAMPIRO, IMBABURA, Ecuador",0.3907438,-77.94102509999999
100551,IMBABURA,PIMAMPIRO,CHUGÁ,"CHUGÁ, PIMAMPIRO, IMBABURA, Ecuador",0.383333,-77.89999999999999
100552,IMBABURA,PIMAMPIRO,MARIANO ACOSTA,"MARIANO ACOSTA, PIMAMPIRO, IMBABURA, Ecuador",0.2965576,-77.9834377
100553,IMBABURA,PIMAMPIRO,SAN FRANCISCO DE SIGSIPAMBA,"SAN FRANCISCO DE SIGSIPAMBA, PIMAMPIRO, IMBABURA, Ecuador",0.3166669,-77.91666699999999
100650,IMBABURA,SAN MIGUEL DE URCUQUÍ,URCUQUÍ,"URCUQUÍ, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.420038,-78.19411219999999
100651,IMBABURA,SAN MIGUEL DE URCUQUÍ,CAHUASQUÍ,"CAHUASQUÍ, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.516667,-78.233333
100652,IMBABURA,SAN MIGUEL DE URCUQUÍ,LA MERCED DE BUENOS AIRES,"LA MERCED DE BUENOS AIRES, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.6333329999999999,-78.3
100653,IMBABURA,SAN MIGUEL DE URCUQUÍ,PABLO ARENAS,"PABLO ARENAS, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.4869481,-78.2134346
100654,IMBABURA,SAN MIGUEL DE URCUQUÍ,SAN BLAS,"SAN BLAS, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.4131165,-78.25900539999999
100655,IMBABURA,SAN MIGUEL DE URCUQUÍ,TUMBABIRO,"TUMBABIRO, SAN MIGUEL DE URCUQUÍ, IMBABURA, Ecuador",0.4545712,-78.1963404
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110150,LOJA,LOJA,LOJA,"LOJA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110151,LOJA,LOJA,CHANTACO,"CHANTACO, LOJA, LOJA, Ecuador",-4.0255238,-79.2045196
110152,LOJA,LOJA,CHUQUIRIBAMBA,"CHUQUIRIBAMBA, LOJA, LOJA, Ecuador",-3.9356286,-79.2312282
110153,LOJA,LOJA,EL CISNE,"EL CISNE, LOJA, LOJA, Ecuador",-3.9953819,-79.2068875
110154,LOJA,LOJA,GUALEL,"GUALEL, LOJA, LOJA, Ecuador",-3.778168999999999,-79.37330639999999
110155,LOJA,LOJA,JIMBILLA,"JIMBILLA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110156,LOJA,LOJA,MALACATOS,"MALACATOS, LOJA, LOJA, Ecuador",-4.037905240656784,-79.1999942184201
110157,LOJA,LOJA,SAN LUCAS,"SAN LUCAS, LOJA, LOJA, Ecuador",-3.7375676,-79.2225576
110158,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,"SAN PEDRO DE VILCABAMBA, LOJA, LOJA, Ecuador",-4.2287015,-79.1661407
110159,LOJA,LOJA,SANTIAGO,"SANTIAGO, LOJA, LOJA, Ecuador",-3.8082602,-79.27894069999999
110160,LOJA,LOJA,TAQUIL,"TAQUIL, LOJA, LOJA, Ecuador",-3.9606085,-79.2184781
110161,LOJA,LOJA,VILCABAMBA,"VILCABAMBA, LOJA, LOJA, Ecuador",-3.9609734,-79.2173183
110162,LOJA,LOJA,YANGANA,"YANGANA, LOJA, LOJA, Ecuador",-3.9952065,-79.2022123
110163,LOJA,LOJA,QUINARA,"QUINARA, LOJA, LOJA, Ecuador",-4.31928,-79.2352468
110250,LOJA,CALVAS,CARIAMANGA,"CARIAMANGA, CALVAS, LOJA, Ecuador",-4.3271713,-79.556404
110250,LOJA,CALVAS,CARIAMANGA,"CARIAMANGA, CALVAS, LOJA, Ecuador",-4.3271713,-79.556404
110250,LOJA,CALVAS,CARIAMANGA,"CARIAMANGA, CALVAS, LOJA, Ecuador",-4.3271713,-79.556404
110251,LOJA,CALVAS,COLAISACA,"COLAISACA, CALVAS, LOJA, Ecuador",-4.321626999999999,-79.553017
110252,LOJA,CALVAS,EL LUCERO,"EL LUCERO, CALVAS, LOJA, Ecuador",-4.321626999999999,-79.553017
110253,LOJA,CALVAS,UTUANA,"UTUANA, CALVAS, LOJA, Ecuador",-4.321626999999999,-79.553017
110254,LOJA,CALVAS,SANGUILLÍN,"SANGUILLÍN, CALVAS, LOJA, Ecuador",-4.321626999999999,-79.553017
110350,LOJA,CATAMAYO,CATAMAYO,"CATAMAYO, CATAMAYO, LOJA, Ecuador",-3.9865388,-79.3569124
110350,LOJA,CATAMAYO,CATAMAYO,"CATAMAYO, CATAMAYO, LOJA, Ecuador",-3.9865388,-79.3569124
110351,LOJA,CATAMAYO,EL TAMBO,"EL TAMBO, CATAMAYO, LOJA, Ecuador",-3.9952065,-79.2022123
110352,LOJA,CATAMAYO,GUAYQUICHUMA,"GUAYQUICHUMA, CATAMAYO, LOJA, Ecuador",-3.8213162,-79.57509379999999
110353,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,"SAN PEDRO DE LA BENDITA, CATAMAYO, LOJA, Ecuador",-3.941744,-79.432412
110354,LOJA,CATAMAYO,ZAMBI,"ZAMBI, CATAMAYO, LOJA, Ecuador",-3.916064299999999,-79.5343503
110450,LOJA,CELICA,CELICA,"CELICA, CELICA, LOJA, Ecuador",-4.1031257,-79.9584397
110451,LOJA,CELICA,CRUZPAMBA,"CRUZPAMBA, CELICA, LOJA, Ecuador",-4.156064499999999,-80.0052801
110455,LOJA,CELICA,PÓZUL,"PÓZUL, CELICA, LOJA, Ecuador",-4.1210957,-80.05431879999999
110456,LOJA,CELICA,SABANILLA,"SABANILLA, CELICA, LOJA, Ecuador",-4.2008738,-80.12701969999999
110457,LOJA,CELICA,TENIENTE MAXIMILIANO RODRÍGUEZ LOAIZA,"TENIENTE MAXIMILIANO RODRÍGUEZ LOAIZA, CELICA, LOJA, Ecuador",-4.103446,-79.95745939999999
110550,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,"CHAGUARPAMBA, CHAGUARPAMBA, LOJA, Ecuador",-3.878567,-79.6452983
110551,LOJA,CHAGUARPAMBA,BUENAVISTA,"BUENAVISTA, CHAGUARPAMBA, LOJA, Ecuador",-3.8988297,-79.7119419
110552,LOJA,CHAGUARPAMBA,EL ROSARIO,"EL ROSARIO, CHAGUARPAMBA, LOJA, Ecuador",-3.7926706,-79.63898209999999
110553,LOJA,CHAGUARPAMBA,SANTA RUFINA,"SANTA RUFINA, CHAGUARPAMBA, LOJA, Ecuador",-3.8505169,-79.761016
110554,LOJA,CHAGUARPAMBA,AMARILLOS,"AMARILLOS, CHAGUARPAMBA, LOJA, Ecuador",-3.8885175,-79.689499
110650,LOJA,ESPÍNDOLA,AMALUZA,"AMALUZA, ESPÍNDOLA, LOJA, Ecuador",-4.5830149,-79.4267845
110651,LOJA,ESPÍNDOLA,BELLAVISTA,"BELLAVISTA, ESPÍNDOLA, LOJA, Ecuador",-4.5162084,-79.4591378
110652,LOJA,ESPÍNDOLA,JIMBURA,"JIMBURA, ESPÍNDOLA, LOJA, Ecuador",-4.678516699999999,-79.4366324
110653,LOJA,ESPÍNDOLA,SANTA TERESITA,"SANTA TERESITA, ESPÍNDOLA, LOJA, Ecuador",-4.5351856,-79.3690831
110654,LOJA,ESPÍNDOLA,27 DE ABRIL,"27 DE ABRIL, ESPÍNDOLA, LOJA, Ecuador",-4.4501929,-79.453512
110655,LOJA,ESPÍNDOLA,EL INGENIO,"EL INGENIO, ESPÍNDOLA, LOJA, Ecuador",-4.4160678,-79.4322383
110656,LOJA,ESPÍNDOLA,EL AIRO,"EL AIRO, ESPÍNDOLA, LOJA, Ecuador",-4.479466599999999,-79.37471409999999
110750,LOJA,GONZANAMÁ,GONZANAMÁ,"GONZANAMÁ, GONZANAMÁ, LOJA, Ecuador",-4.23118,-79.4352256
110751,LOJA,GONZANAMÁ,CHANGAIMINA,"CHANGAIMINA, GONZANAMÁ, LOJA, Ecuador",-4.218602,-79.523354
110753,LOJA,GONZANAMÁ,NAMBACOLA,"NAMBACOLA, GONZANAMÁ, LOJA, Ecuador",-4.133424,-79.42375899999999
110754,LOJA,GONZANAMÁ,PURUNUMA,"PURUNUMA, GONZANAMÁ, LOJA, Ecuador",-4.2119128,-79.3641557
110756,LOJA,GONZANAMÁ,SACAPALCA,"SACAPALCA, GONZANAMÁ, LOJA, Ecuador",-4.1430418,-79.53786339999999
110850,LOJA,MACARÁ,MACARÁ,"MACARÁ, MACARÁ, LOJA, Ecuador",-4.3847767,-79.9428847
110850,LOJA,MACARÁ,MACARÁ,"MACARÁ, MACARÁ, LOJA, Ecuador",-4.3847767,-79.9428847
110851,LOJA,MACARÁ,LARAMA,"LARAMA, MACARÁ, LOJA, Ecuador",-4.2681001,-79.90212799999999
110852,LOJA,MACARÁ,LA VICTORIA,"LA VICTORIA, MACARÁ, LOJA, Ecuador",-4.3847767,-79.9428847
110853,LOJA,MACARÁ,SABIANGO,"SABIANGO, MACARÁ, LOJA, Ecuador",-4.3671969,-79.8135654
110950,LOJA,PALTAS,CATACOCHA,"CATACOCHA, PALTAS, LOJA, Ecuador",-4.0501685,-79.64996119999999
110950,LOJA,PALTAS,CATACOCHA,"CATACOCHA, PALTAS, LOJA, Ecuador",-4.0501685,-79.64996119999999
110951,LOJA,PALTAS,CANGONAMÁ,"CANGONAMÁ, PALTAS, LOJA, Ecuador",-3.964955,-79.699043
110952,LOJA,PALTAS,GUACHANAMÁ,"GUACHANAMÁ, PALTAS, LOJA, Ecuador",-4.066502,-79.8520818
110954,LOJA,PALTAS,LAURO GUERRERO,"LAURO GUERRERO, PALTAS, LOJA, Ecuador",-3.965923,-79.759857
110956,LOJA,PALTAS,ORIANGA,"ORIANGA, PALTAS, LOJA, Ecuador",-3.897635,-79.8709837
110957,LOJA,PALTAS,SAN ANTONIO,"SAN ANTONIO, PALTAS, LOJA, Ecuador",-3.9885371,-79.6558242
110958,LOJA,PALTAS,CASANGA,"CASANGA, PALTAS, LOJA, Ecuador",-4.0148869,-79.7512033
110959,LOJA,PALTAS,YAMANA,"YAMANA, PALTAS, LOJA, Ecuador",-3.9990184,-79.689499
111050,LOJA,PUYANGO,ALAMOR,"ALAMOR, PUYANGO, LOJA, Ecuador",-4.020788599999999,-80.02275139999999
111051,LOJA,PUYANGO,CIANO,"CIANO, PUYANGO, LOJA, Ecuador",-3.9308689,-79.9710261
111052,LOJA,PUYANGO,EL ARENAL,"EL ARENAL, PUYANGO, LOJA, Ecuador",-3.9612014,-79.98500899999999
111053,LOJA,PUYANGO,EL LIMO,"EL LIMO, PUYANGO, LOJA, Ecuador",-3.985567499999999,-80.1275052
111054,LOJA,PUYANGO,MERCADILLO,"MERCADILLO, PUYANGO, LOJA, Ecuador",-4.0233922,-79.978717
111055,LOJA,PUYANGO,VICENTINO,"VICENTINO, PUYANGO, LOJA, Ecuador",-3.9606897,-79.9430537
111150,LOJA,SARAGURO,SARAGURO,"SARAGURO, SARAGURO, LOJA, Ecuador",-3.6217479,-79.2380664
111151,LOJA,SARAGURO,EL PARAÍSO DE CELEN,"EL PARAÍSO DE CELEN, SARAGURO, LOJA, Ecuador",-3.5893995,-79.3465557
111152,LOJA,SARAGURO,EL TABLÓN,"EL TABLÓN, SARAGURO, LOJA, Ecuador",-3.5275453,-79.1661407
111153,LOJA,SARAGURO,LLUZHAPA,"LLUZHAPA, SARAGURO, LOJA, Ecuador",-3.491435,-79.333687
111154,LOJA,SARAGURO,MANÚ,"MANÚ, SARAGURO, LOJA, Ecuador",-3.5407707,-79.4478858
111155,LOJA,SARAGURO,SAN ANTONIO DE QUMBE,"SAN ANTONIO DE QUMBE, SARAGURO, LOJA, Ecuador",-3.5283384,-79.233837
111156,LOJA,SARAGURO,SAN PABLO DE TENTA,"SAN PABLO DE TENTA, SARAGURO, LOJA, Ecuador",-3.597035,-79.286873
111157,LOJA,SARAGURO,SAN SEBASTIÁN DE YÚLUC,"SAN SEBASTIÁN DE YÚLUC, SARAGURO, LOJA, Ecuador",-3.35,-79.43333299999999
111158,LOJA,SARAGURO,SELVA ALEGRE,"SELVA ALEGRE, SARAGURO, LOJA, Ecuador",-3.551155,-79.3425369
111159,LOJA,SARAGURO,URDANETA,"URDANETA, SARAGURO, LOJA, Ecuador",-3.601753,-79.205727
111160,LOJA,SARAGURO,SUMAYPAMBA,"SUMAYPAMBA, SARAGURO, LOJA, Ecuador",-3.4103633,-79.3465557
111250,LOJA,SOZORANGA,SOZORANGA,"SOZORANGA, SOZORANGA, LOJA, Ecuador",-4.328912799999999,-79.7911481
111251,LOJA,SOZORANGA,NUEVA FÁTIMA,"NUEVA FÁTIMA, SOZORANGA, LOJA, Ecuador",-4.257826,-79.8184684
111252,LOJA,SOZORANGA,TACAMOROS,"TACAMOROS, SOZORANGA, LOJA, Ecuador",-4.422415,-79.7429049
111350,LOJA,ZAPOTILLO,ZAPOTILLO,"ZAPOTILLO, ZAPOTILLO, LOJA, Ecuador",-4.3862724,-80.2446779
111351,LOJA,ZAPOTILLO,MANGAHURCO,"MANGAHURCO, ZAPOTILLO, LOJA, Ecuador",-4.3877637,-80.2431356
111352,LOJA,ZAPOTILLO,GARZAREAL,"GARZAREAL, ZAPOTILLO, LOJA, Ecuador",-4.2736255,-80.254435
111353,LOJA,ZAPOTILLO,LIMONES,"LIMONES, ZAPOTILLO, LOJA, Ecuador",-4.386137,-80.347938
111354,LOJA,ZAPOTILLO,PALETILLAS,"PALETILLAS, ZAPOTILLO, LOJA, Ecuador",-4.3856791,-80.2428984
111355,LOJA,ZAPOTILLO,BOLASPAMBA,"BOLASPAMBA, ZAPOTILLO, LOJA, Ecuador",-4.1852351,-80.3672569
111356,LOJA,ZAPOTILLO,CAZADEROS,"CAZADEROS, ZAPOTILLO, LOJA, Ecuador",-4.3882981,-80.2432716
111450,LOJA,PINDAL,PINDAL,"PINDAL, PINDAL, LOJA, Ecuador",-4.116353,-80.1079608
111451,LOJA,PINDAL,CHAQUINAL,"CHAQUINAL, PINDAL, LOJA, Ecuador",-4.0455223,-80.0374246
111452,LOJA,PINDAL,12 DE DICIEMBRE,"12 DE DICIEMBRE, PINDAL, LOJA, Ecuador",-4.0732059,-80.0856189
111453,LOJA,PINDAL,MILAGROS,"MILAGROS, PINDAL, LOJA, Ecuador",-4.1008046,-80.1763467
111550,LOJA,QUILANGA,QUILANGA,"QUILANGA, QUILANGA, LOJA, Ecuador",-4.2969856,-79.400753
111551,LOJA,QUILANGA,FUNDOCHAMBA,"FUNDOCHAMBA, QUILANGA, LOJA, Ecuador",-4.3319521,-79.4047989
111552,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,"SAN ANTONIO DE LAS ARADAS, QUILANGA, LOJA, Ecuador",-4.3658675,-79.3990405
111650,LOJA,OLMEDO,OLMEDO,"OLMEDO, OLMEDO, LOJA, Ecuador",-3.9350423,-79.6467018
111651,LOJA,OLMEDO,LA TINGUE,"LA TINGUE, OLMEDO, LOJA, Ecuador",-3.9103387,-79.5779031
120150,LOS RÍOS,BABAHOYO,BABAHOYO,"BABAHOYO, BABAHOYO, LOS RÍOS, Ecuador",-1.8028334,-79.5287578
120150,LOS RÍOS,BABAHOYO,BABAHOYO,"BABAHOYO, BABAHOYO, LOS RÍOS, Ecuador",-1.8028334,-79.5287578
120150,LOS RÍOS,BABAHOYO,BABAHOYO,"BABAHOYO, BABAHOYO, LOS RÍOS, Ecuador",-1.8028334,-79.5287578
120150,LOS RÍOS,BABAHOYO,BABAHOYO,"BABAHOYO, BABAHOYO, LOS RÍOS, Ecuador",-1.8028334,-79.5287578
120152,LOS RÍOS,BABAHOYO,CARACOL,"CARACOL, BABAHOYO, LOS RÍOS, Ecuador",-1.670985,-79.463188
120153,LOS RÍOS,BABAHOYO,FEBRES CORDERO,"FEBRES CORDERO, BABAHOYO, LOS RÍOS, Ecuador",-1.95,-79.3
120154,LOS RÍOS,BABAHOYO,PIMOCHA,"PIMOCHA, BABAHOYO, LOS RÍOS, Ecuador",-1.7824797,-79.582819
120155,LOS RÍOS,BABAHOYO,LA UNIÓN,"LA UNIÓN, BABAHOYO, LOS RÍOS, Ecuador",-1.7046007,-79.3578201
120250,LOS RÍOS,BABA,BABA,"BABA, BABA, LOS RÍOS, Ecuador",-1.7829911,-79.67266320000002
120251,LOS RÍOS,BABA,GUARE,"GUARE, BABA, LOS RÍOS, Ecuador",-1.6714076,-79.7046134
120252,LOS RÍOS,BABA,ISLA DE BEJUCAL,"ISLA DE BEJUCAL, BABA, LOS RÍOS, Ecuador",-1.676864,-79.64249110000002
120350,LOS RÍOS,MONTALVO,MONTALVO,"MONTALVO, MONTALVO, LOS RÍOS, Ecuador",-1.7879521,-79.2873953
120351,LOS RÍOS,MONTALVO,LA ESMERALDA,"LA ESMERALDA, MONTALVO, LOS RÍOS, Ecuador",-1.7137208,-79.27894069999999
120450,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,"PUEBLOVIEJO, PUEBLOVIEJO, LOS RÍOS, Ecuador",-1.55,-79.533333
120451,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,"PUERTO PECHICHE, PUEBLOVIEJO, LOS RÍOS, Ecuador",-1.424918,-79.55819699999999
120452,LOS RÍOS,PUEBLOVIEJO,SAN JUAN,"SAN JUAN, PUEBLOVIEJO, LOS RÍOS, Ecuador",-1.5527617,-79.53786339999999
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120550,LOS RÍOS,QUEVEDO,QUEVEDO,"QUEVEDO, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120553,LOS RÍOS,QUEVEDO,SAN CARLOS,"SAN CARLOS, QUEVEDO, LOS RÍOS, Ecuador",-1.0225124,-79.4604035
120555,LOS RÍOS,QUEVEDO,LA ESPERANZA,"LA ESPERANZA, QUEVEDO, LOS RÍOS, Ecuador",-0.9794356000000001,-79.40849279999999
120650,LOS RÍOS,URDANETA,CATARAMA,"CATARAMA, URDANETA, LOS RÍOS, Ecuador",-1.5717839,-79.4724576
120651,LOS RÍOS,URDANETA,RICAURTE,"RICAURTE, URDANETA, LOS RÍOS, Ecuador",-1.5721554,-79.467975
120750,LOS RÍOS,VENTANAS,VENTANAS,"VENTANAS, VENTANAS, LOS RÍOS, Ecuador",-1.4441882,-79.4604818
120750,LOS RÍOS,VENTANAS,VENTANAS,"VENTANAS, VENTANAS, LOS RÍOS, Ecuador",-1.4441882,-79.4604818
120752,LOS RÍOS,VENTANAS,ZAPOTAL,"ZAPOTAL, VENTANAS, LOS RÍOS, Ecuador",-1.447264,-79.461479
120753,LOS RÍOS,VENTANAS,CHACARITA,"CHACARITA, VENTANAS, LOS RÍOS, Ecuador",-1.3711306,-79.3465557
120754,LOS RÍOS,VENTANAS,LOS ÁNGELES,"LOS ÁNGELES, VENTANAS, LOS RÍOS, Ecuador",-1.4441882,-79.4604818
120850,LOS RÍOS,VINCES,VINCES,"VINCES, VINCES, LOS RÍOS, Ecuador",-1.553873,-79.7624177
120850,LOS RÍOS,VINCES,VINCES,"VINCES, VINCES, LOS RÍOS, Ecuador",-1.553873,-79.7624177
120850,LOS RÍOS,VINCES,VINCES,"VINCES, VINCES, LOS RÍOS, Ecuador",-1.553873,-79.7624177
120851,LOS RÍOS,VINCES,ANTONIO SOTOMAYOR,"ANTONIO SOTOMAYOR, VINCES, LOS RÍOS, Ecuador",-1.6412422,-79.803058
120950,LOS RÍOS,PALENQUE,PALENQUE,"PALENQUE, PALENQUE, LOS RÍOS, Ecuador",-1.4323508,-79.754007
121050,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,"SAN JACINTO DE BUENA FE, BUENA FE, LOS RÍOS, Ecuador",-0.8941017,-79.4898554
121050,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,"SAN JACINTO DE BUENA FE, BUENA FE, LOS RÍOS, Ecuador",-0.8941017,-79.4898554
121050,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,"SAN JACINTO DE BUENA FE, BUENA FE, LOS RÍOS, Ecuador",-0.8941017,-79.4898554
121051,LOS RÍOS,BUENA FE,PATRICIA PILAR,"PATRICIA PILAR, BUENA FE, LOS RÍOS, Ecuador",-0.5737034,-79.3704909
121150,LOS RÍOS,VALENCIA,VALENCIA,"VALENCIA, VALENCIA, LOS RÍOS, Ecuador",-0.953094,-79.352929
121150,LOS RÍOS,VALENCIA,VALENCIA,"VALENCIA, VALENCIA, LOS RÍOS, Ecuador",-0.953094,-79.352929
121150,LOS RÍOS,VALENCIA,VALENCIA,"VALENCIA, VALENCIA, LOS RÍOS, Ecuador",-0.953094,-79.352929
121250,LOS RÍOS,MOCACHE,MOCACHE,"MOCACHE, MOCACHE, LOS RÍOS, Ecuador",-1.184135,-79.506107
121350,LOS RÍOS,QUINSALOMA,QUINSALOMA,"QUINSALOMA, QUINSALOMA, LOS RÍOS, Ecuador",-1.205547,-79.3136899
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130150,MANABÍ,PORTOVIEJO,PORTOVIEJO,"PORTOVIEJO, PORTOVIEJO, MANABÍ, Ecuador",-1.0544602,-80.4516013
130151,MANABÍ,PORTOVIEJO,ABDÓN CALDERÓN,"ABDÓN CALDERÓN, PORTOVIEJO, MANABÍ, Ecuador",-1.031507,-80.33944699999999
130152,MANABÍ,PORTOVIEJO,ALHAJUELA,"ALHAJUELA, PORTOVIEJO, MANABÍ, Ecuador",-1.05522,-80.27951949999999
130153,MANABÍ,PORTOVIEJO,CRUCITA,"CRUCITA, PORTOVIEJO, MANABÍ, Ecuador",-0.876421,-80.5411225
130154,MANABÍ,PORTOVIEJO,PUEBLO NUEVO,"PUEBLO NUEVO, PORTOVIEJO, MANABÍ, Ecuador",-0.9774828999999999,-80.3101684
130155,MANABÍ,PORTOVIEJO,RIOCHICO,"RIOCHICO, PORTOVIEJO, MANABÍ, Ecuador",-0.9871377,-80.38813329999999
130156,MANABÍ,PORTOVIEJO,SAN PLÁCIDO,"SAN PLÁCIDO, PORTOVIEJO, MANABÍ, Ecuador",-1.065808,-80.24017300000001
130157,MANABÍ,PORTOVIEJO,CHIRIJOS,"CHIRIJOS, PORTOVIEJO, MANABÍ, Ecuador",-1.0303248,-80.24188989999999
130250,MANABÍ,BOLÍVAR,CALCETA,"CALCETA, BOLÍVAR, MANABÍ, Ecuador",-0.8462902999999999,-80.1653127
