provincia,canton,cod_parroquia,parroquia,ym,cluster_id,total_eventos
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-05,1,23
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-06,1,15
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-07,1,12
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-08,1,21
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-09,1,16
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-10,2,27
SANTA ELENA,SANTA ELENA,240152,COLONCHE,2025-05,1,6
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-01,1,8
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-03,1,6
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-04,1,9
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-05,1,8
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-07,1,11
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-08,1,7
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-09,1,8
SANTA ELENA,SANTA ELENA,240154,MANGLARALTO,2025-10,1,6
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-01,2,22
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-02,2,22
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-03,1,14
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-04,1,22
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-05,1,16
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-06,2,23
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-07,1,17
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-08,2,31
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-09,1,25
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230250,LA CONCORDIA,2025-10,2,21
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,230251,MONTERREY,2025-08,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-01,0,137
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-02,0,164
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-03,0,161
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-04,0,146
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-05,0,172
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-06,0,169
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-07,0,196
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-08,0,206
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-09,0,214
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230150,"SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL*",2025-10,0,210
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230151,ALLURIQUIN,2025-04,1,6
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230151,ALLURIQUIN,2025-07,1,7
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230151,ALLURIQUIN,2025-08,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230151,ALLURIQUIN,2025-09,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230152,PUERTO LIMON,2025-10,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230153,LUZ DE AMERICA,2025-01,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230153,LUZ DE AMERICA,2025-02,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230153,LUZ DE AMERICA,2025-07,1,5
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230153,LUZ DE AMERICA,2025-09,1,6
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230153,LUZ DE AMERICA,2025-10,1,14
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230154,SAN JACINTO DEL BUA,2025-05,1,6
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230154,SAN JACINTO DEL BUA,2025-09,1,6
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,230154,SAN JACINTO DEL BUA,2025-10,1,5
SUCUMBIOS,CASCALES,210650,"EL DORADO DE CASCALES, CABECERA CANTONAL",2025-07,1,8
SUCUMBIOS,GONZALO PIZARRO,210250,"LUMBAQUI, CABECERA CANTONAL",2025-10,1,8
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-01,2,52
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-02,2,50
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-03,2,65
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-04,2,57
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-05,2,65
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-06,2,60
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-07,2,65
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-08,2,66
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-09,2,74
SUCUMBIOS,LAGO AGRIO,210150,"NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-10,2,58
SUCUMBIOS,LAGO AGRIO,210158,SANTA CECILIA,2025-07,1,5
SUCUMBIOS,LAGO AGRIO,210158,SANTA CECILIA,2025-08,1,6
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-01,1,13
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-02,1,12
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-03,1,12
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-04,1,14
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-05,1,20
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-06,1,22
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-07,1,15
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-08,1,16
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-09,1,20
SUCUMBIOS,SHUSHUFINDI,210450,"SHUSHUFINDI, CABECERA CANTONAL",2025-10,2,21
SUCUMBIOS,SHUSHUFINDI,210451,LIMONCOCHA,2025-05,1,7
SUCUMBIOS,SHUSHUFINDI,210451,LIMONCOCHA,2025-06,1,5
SUCUMBIOS,SHUSHUFINDI,210454,SAN PEDRO DE LOS COFANES,2025-02,1,6
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-01,2,123
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-02,2,137
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-03,2,189
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-04,2,126
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-05,2,161
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-06,2,153
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-07,2,141
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-08,2,127
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-09,0,162
TUNGURAHUA,AMBATO,180150,"AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-10,2,171
TUNGURAHUA,AMBATO,180152,ATAHUALPA (CHISALATA),2025-02,1,5
TUNGURAHUA,AMBATO,180152,ATAHUALPA (CHISALATA),2025-03,1,7
TUNGURAHUA,AMBATO,180152,ATAHUALPA (CHISALATA),2025-05,1,9
TUNGURAHUA,AMBATO,180152,ATAHUALPA (CHISALATA),2025-09,1,6
TUNGURAHUA,AMBATO,180152,ATAHUALPA (CHISALATA),2025-10,1,7
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-01,1,7
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-02,1,6
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-03,1,6
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-04,1,8
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-05,1,9
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-07,1,5
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-08,1,10
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-09,1,7
TUNGURAHUA,AMBATO,180155,HUACHI GRANDE,2025-10,1,16
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-01,1,14
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-02,1,7
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-03,1,15
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-04,1,7
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-05,1,14
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-06,1,12
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-07,1,14
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-08,1,10
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-09,1,9
TUNGURAHUA,AMBATO,180156,IZAMBA,2025-10,1,7
TUNGURAHUA,AMBATO,180160,PICAIGUA,2025-09,1,7
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-01,1,7
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-03,1,10
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-04,1,9
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-05,1,6
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-06,1,8
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-07,1,11
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-08,1,13
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-09,1,8
TUNGURAHUA,AMBATO,180165,SANTA ROSA,2025-10,1,7
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-02,1,5
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-04,1,7
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-06,1,13
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-07,1,7
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-08,1,8
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-09,1,9
TUNGURAHUA,AMBATO,180166,TOTORAS,2025-10,1,6
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-01,1,13
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-02,1,5
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-03,1,12
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-04,1,12
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-05,1,17
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-06,1,10
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-07,1,13
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-08,1,10
TUNGURAHUA,BANOS DE AGUA SANTA,180250,"BANOS DE AGUA SANTA, CABECERA CANTONAL",2025-10,1,13
TUNGURAHUA,CEVALLOS,180350,"CEVALLOS, CABECERA CANTONAL",2025-01,1,7
TUNGURAHUA,CEVALLOS,180350,"CEVALLOS, CABECERA CANTONAL",2025-04,1,6
TUNGURAHUA,MOCHA,180450,"MOCHA, CABECERA CANTONAL",2025-07,1,5
TUNGURAHUA,PATATE,180550,"PATATE, CABECERA CANTONAL",2025-04,1,5
TUNGURAHUA,PATATE,180550,"PATATE, CABECERA CANTONAL",2025-06,1,7
TUNGURAHUA,QUERO,180650,"QUERO, CABECERA CANTONAL",2025-06,1,5
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-01,1,16
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-02,1,9
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-03,1,8
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-04,1,12
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-05,1,10
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-06,1,11
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-07,1,5
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-08,1,13
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-09,1,13
TUNGURAHUA,SAN PEDRO DE PELILEO,180750,"PELILEO, CABECERA CANTONAL",2025-10,1,12
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-01,1,9
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-03,1,10
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-05,1,12
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-06,1,8
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-07,1,14
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-08,1,6
TUNGURAHUA,SANTIAGO DE PILLARO,180850,"PILLARO, CABECERA CANTONAL",2025-09,1,8
TUNGURAHUA,TISALEO,180950,"TISALEO, CABECERA CANTONAL",2025-04,1,7
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,190750,"ZUMBI, CABECERA CANTONAL",2025-09,1,5
ZAMORA CHINCHIPE,EL PANGUI,190650,"EL PANGUI, CABECERA CANTONAL",2025-01,1,5
ZAMORA CHINCHIPE,EL PANGUI,190650,"EL PANGUI, CABECERA CANTONAL",2025-02,1,5
ZAMORA CHINCHIPE,EL PANGUI,190650,"EL PANGUI, CABECERA CANTONAL",2025-10,1,6
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-01,1,8
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-02,1,8
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-03,1,5
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-04,1,7
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-05,1,5
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-06,1,6
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-07,1,9
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-08,1,5
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-09,1,5
ZAMORA CHINCHIPE,YANTZAZA,190550,"YANTZAZA (YANZATZA), CABECERA CANTONAL",2025-10,1,8
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-01,1,10
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-02,1,5
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-03,1,11
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-04,1,7
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-05,1,6
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-06,1,6
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-07,1,7
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-08,1,6
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-09,1,5
ZAMORA CHINCHIPE,ZAMORA,190150,"ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",2025-10,1,8
