provincia,canton,cod_parroquia,parroquia,ym,cluster_id,total_eventos
PICHINCHA,MEJIA,170352,ALOASI,2025-10,1,5
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-01,1,28
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-02,1,28
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-03,1,37
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-04,1,10
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-05,1,12
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-06,1,18
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-07,1,16
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-08,1,11
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-09,1,23
PICHINCHA,MEJIA,170353,CUTUGLAHUA,2025-10,1,20
PICHINCHA,MEJIA,170355,MANUEL CORNEJO ASTORGA (TANDAPI),2025-02,1,9
PICHINCHA,MEJIA,170355,MANUEL CORNEJO ASTORGA (TANDAPI),2025-05,1,7
PICHINCHA,MEJIA,170355,MANUEL CORNEJO ASTORGA (TANDAPI),2025-08,1,6
PICHINCHA,MEJIA,170355,MANUEL CORNEJO ASTORGA (TANDAPI),2025-09,1,6
PICHINCHA,MEJIA,170356,TAMBILLO,2025-01,1,13
PICHINCHA,MEJIA,170356,TAMBILLO,2025-02,1,11
PICHINCHA,MEJIA,170356,TAMBILLO,2025-03,1,18
PICHINCHA,MEJIA,170356,TAMBILLO,2025-05,1,8
PICHINCHA,MEJIA,170356,TAMBILLO,2025-06,1,12
PICHINCHA,MEJIA,170356,TAMBILLO,2025-07,1,8
PICHINCHA,MEJIA,170356,TAMBILLO,2025-08,1,10
PICHINCHA,MEJIA,170356,TAMBILLO,2025-09,1,11
PICHINCHA,MEJIA,170356,TAMBILLO,2025-10,1,12
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-01,1,6
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-02,1,6
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-03,1,10
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-05,1,5
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-06,1,6
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-08,1,6
PICHINCHA,MEJIA,170357,UYUMBICHO,2025-10,1,9
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-01,1,22
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-02,1,16
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-03,1,15
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-04,1,16
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-05,1,15
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-06,1,32
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-07,1,17
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-08,1,43
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-09,1,22
PICHINCHA,PEDRO MONCAYO,170450,"TABACUNDO, CABECERA CANTONAL",2025-10,1,17
PICHINCHA,PEDRO MONCAYO,170451,LA ESPERANZA,2025-06,1,11
PICHINCHA,PEDRO MONCAYO,170451,LA ESPERANZA,2025-07,1,8
PICHINCHA,PEDRO MONCAYO,170451,LA ESPERANZA,2025-08,1,5
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-03,1,9
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-04,1,7
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-05,1,7
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-06,1,12
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-07,1,7
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-08,1,11
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-09,1,8
PICHINCHA,PEDRO MONCAYO,170452,MALCHINGUI,2025-10,1,10
PICHINCHA,PEDRO MONCAYO,170453,TOCACHI,2025-03,1,7
PICHINCHA,PEDRO MONCAYO,170453,TOCACHI,2025-06,1,8
PICHINCHA,PEDRO MONCAYO,170453,TOCACHI,2025-10,1,6
PICHINCHA,PEDRO MONCAYO,170454,TUPIGACHI,2025-01,1,7
PICHINCHA,PEDRO MONCAYO,170454,TUPIGACHI,2025-07,1,6
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-01,1,19
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-02,1,9
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-03,1,18
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-04,1,14
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-05,1,24
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-06,1,9
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-07,1,10
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-08,1,14
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-09,1,12
PICHINCHA,PEDRO VICENTE MALDONADO,170850,"PEDRO VICENTE MALDONADO, CABECERA CANTONAL",2025-10,1,11
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-01,1,17
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-02,1,12
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-03,1,20
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-04,1,22
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-05,1,21
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-06,1,11
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-07,1,14
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-08,1,19
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-09,1,11
PICHINCHA,PUERTO QUITO,170950,"PUERTO QUITO, CABECERA CANTONAL",2025-10,1,12
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-01,0,1602
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-02,0,1713
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-03,0,1924
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-04,0,1659
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-05,0,2131
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-06,0,2188
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-07,0,2051
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-08,0,1825
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-09,0,1787
PICHINCHA,QUITO,170150,"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, *",2025-10,0,2004
PICHINCHA,QUITO,170151,ALANGASI,2025-02,1,9
PICHINCHA,QUITO,170151,ALANGASI,2025-03,1,14
PICHINCHA,QUITO,170151,ALANGASI,2025-04,1,13
PICHINCHA,QUITO,170151,ALANGASI,2025-05,1,13
PICHINCHA,QUITO,170151,ALANGASI,2025-06,1,20
PICHINCHA,QUITO,170151,ALANGASI,2025-07,1,26
PICHINCHA,QUITO,170151,ALANGASI,2025-08,1,31
PICHINCHA,QUITO,170151,ALANGASI,2025-09,1,36
PICHINCHA,QUITO,170151,ALANGASI,2025-10,1,34
PICHINCHA,QUITO,170152,AMAGUANA,2025-01,1,14
PICHINCHA,QUITO,170152,AMAGUANA,2025-02,1,11
PICHINCHA,QUITO,170152,AMAGUANA,2025-03,1,21
PICHINCHA,QUITO,170152,AMAGUANA,2025-04,1,19
PICHINCHA,QUITO,170152,AMAGUANA,2025-05,1,22
PICHINCHA,QUITO,170152,AMAGUANA,2025-06,1,22
PICHINCHA,QUITO,170152,AMAGUANA,2025-07,1,54
PICHINCHA,QUITO,170152,AMAGUANA,2025-08,2,41
PICHINCHA,QUITO,170152,AMAGUANA,2025-09,2,50
PICHINCHA,QUITO,170152,AMAGUANA,2025-10,1,46
PICHINCHA,QUITO,170154,CALACALI,2025-01,1,28
PICHINCHA,QUITO,170154,CALACALI,2025-02,1,23
PICHINCHA,QUITO,170154,CALACALI,2025-03,1,31
PICHINCHA,QUITO,170154,CALACALI,2025-04,1,40
PICHINCHA,QUITO,170154,CALACALI,2025-05,1,41
PICHINCHA,QUITO,170154,CALACALI,2025-06,1,28
PICHINCHA,QUITO,170154,CALACALI,2025-07,1,30
PICHINCHA,QUITO,170154,CALACALI,2025-08,1,31
PICHINCHA,QUITO,170154,CALACALI,2025-09,1,16
PICHINCHA,QUITO,170154,CALACALI,2025-10,1,17
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-01,2,134
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-02,2,177
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-03,2,213
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-04,2,188
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-05,2,211
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-06,2,173
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-07,2,152
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-08,2,164
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-09,2,173
PICHINCHA,QUITO,170155,CALDERON (CARAPUNGO),2025-10,2,170
PICHINCHA,QUITO,170156,CONOCOTO,2025-01,2,59
PICHINCHA,QUITO,170156,CONOCOTO,2025-02,2,41
PICHINCHA,QUITO,170156,CONOCOTO,2025-03,2,76
PICHINCHA,QUITO,170156,CONOCOTO,2025-04,2,64
PICHINCHA,QUITO,170156,CONOCOTO,2025-05,2,75
PICHINCHA,QUITO,170156,CONOCOTO,2025-06,2,104
PICHINCHA,QUITO,170156,CONOCOTO,2025-07,2,142
PICHINCHA,QUITO,170156,CONOCOTO,2025-08,2,118
PICHINCHA,QUITO,170156,CONOCOTO,2025-09,2,127
PICHINCHA,QUITO,170156,CONOCOTO,2025-10,2,161
PICHINCHA,QUITO,170157,CUMBAYA,2025-01,1,14
PICHINCHA,QUITO,170157,CUMBAYA,2025-02,1,10
PICHINCHA,QUITO,170157,CUMBAYA,2025-03,1,17
PICHINCHA,QUITO,170157,CUMBAYA,2025-04,2,24
PICHINCHA,QUITO,170157,CUMBAYA,2025-05,2,31
PICHINCHA,QUITO,170157,CUMBAYA,2025-06,1,18
PICHINCHA,QUITO,170157,CUMBAYA,2025-07,1,21
PICHINCHA,QUITO,170157,CUMBAYA,2025-08,1,23
PICHINCHA,QUITO,170157,CUMBAYA,2025-09,1,13
PICHINCHA,QUITO,170157,CUMBAYA,2025-10,1,27
PICHINCHA,QUITO,170160,EL QUINCHE,2025-01,1,13
PICHINCHA,QUITO,170160,EL QUINCHE,2025-02,1,7
PICHINCHA,QUITO,170160,EL QUINCHE,2025-03,1,15
PICHINCHA,QUITO,170160,EL QUINCHE,2025-04,1,9
PICHINCHA,QUITO,170160,EL QUINCHE,2025-05,1,20
PICHINCHA,QUITO,170160,EL QUINCHE,2025-06,1,15
PICHINCHA,QUITO,170160,EL QUINCHE,2025-07,1,10
PICHINCHA,QUITO,170160,EL QUINCHE,2025-08,1,9
PICHINCHA,QUITO,170160,EL QUINCHE,2025-09,1,8
PICHINCHA,QUITO,170160,EL QUINCHE,2025-10,1,5
PICHINCHA,QUITO,170161,GUALEA,2025-05,1,5
PICHINCHA,QUITO,170162,GUANGOPOLO,2025-09,1,5
PICHINCHA,QUITO,170162,GUANGOPOLO,2025-10,1,5
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-01,1,6
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-02,1,14
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-03,1,13
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-06,1,10
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-07,1,14
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-08,1,5
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-09,1,16
PICHINCHA,QUITO,170163,GUAYLLABAMBA,2025-10,1,9
PICHINCHA,QUITO,170164,LA MERCED,2025-07,1,8
PICHINCHA,QUITO,170164,LA MERCED,2025-08,1,10
PICHINCHA,QUITO,170164,LA MERCED,2025-10,1,7
PICHINCHA,QUITO,170165,LLANO CHICO,2025-02,1,23
PICHINCHA,QUITO,170165,LLANO CHICO,2025-03,1,14
PICHINCHA,QUITO,170165,LLANO CHICO,2025-04,1,13
PICHINCHA,QUITO,170165,LLANO CHICO,2025-05,1,17
PICHINCHA,QUITO,170165,LLANO CHICO,2025-06,1,11
PICHINCHA,QUITO,170165,LLANO CHICO,2025-07,1,9
PICHINCHA,QUITO,170165,LLANO CHICO,2025-08,1,8
PICHINCHA,QUITO,170165,LLANO CHICO,2025-09,1,14
PICHINCHA,QUITO,170165,LLANO CHICO,2025-10,1,8
PICHINCHA,QUITO,170166,LLOA,2025-01,1,30
PICHINCHA,QUITO,170166,LLOA,2025-02,1,20
PICHINCHA,QUITO,170166,LLOA,2025-03,1,19
PICHINCHA,QUITO,170166,LLOA,2025-04,1,19
PICHINCHA,QUITO,170166,LLOA,2025-05,1,24
PICHINCHA,QUITO,170166,LLOA,2025-06,1,14
PICHINCHA,QUITO,170166,LLOA,2025-07,1,13
PICHINCHA,QUITO,170166,LLOA,2025-08,1,7
PICHINCHA,QUITO,170166,LLOA,2025-09,1,16
PICHINCHA,QUITO,170166,LLOA,2025-10,1,15
PICHINCHA,QUITO,170169,NANEGALITO,2025-03,1,10
PICHINCHA,QUITO,170169,NANEGALITO,2025-04,1,8
PICHINCHA,QUITO,170169,NANEGALITO,2025-08,1,8
PICHINCHA,QUITO,170170,NAYON,2025-01,1,5
PICHINCHA,QUITO,170170,NAYON,2025-03,1,11
PICHINCHA,QUITO,170170,NAYON,2025-04,1,11
PICHINCHA,QUITO,170170,NAYON,2025-05,1,7
PICHINCHA,QUITO,170170,NAYON,2025-06,1,16
PICHINCHA,QUITO,170170,NAYON,2025-07,1,12
PICHINCHA,QUITO,170170,NAYON,2025-08,1,5
PICHINCHA,QUITO,170170,NAYON,2025-10,1,12
PICHINCHA,QUITO,170171,NONO,2025-02,1,8
PICHINCHA,QUITO,170171,NONO,2025-03,1,9
PICHINCHA,QUITO,170171,NONO,2025-04,1,5
PICHINCHA,QUITO,170171,NONO,2025-05,1,14
PICHINCHA,QUITO,170171,NONO,2025-06,1,8
PICHINCHA,QUITO,170171,NONO,2025-10,1,6
PICHINCHA,QUITO,170175,PIFO,2025-01,1,19
PICHINCHA,QUITO,170175,PIFO,2025-02,1,9
PICHINCHA,QUITO,170175,PIFO,2025-03,2,39
PICHINCHA,QUITO,170175,PIFO,2025-04,1,20
PICHINCHA,QUITO,170175,PIFO,2025-05,1,23
PICHINCHA,QUITO,170175,PIFO,2025-06,1,22
PICHINCHA,QUITO,170175,PIFO,2025-07,1,21
PICHINCHA,QUITO,170175,PIFO,2025-08,1,11
PICHINCHA,QUITO,170175,PIFO,2025-09,1,11
PICHINCHA,QUITO,170175,PIFO,2025-10,1,5
PICHINCHA,QUITO,170176,PINTAG,2025-01,1,23
PICHINCHA,QUITO,170176,PINTAG,2025-02,1,18
PICHINCHA,QUITO,170176,PINTAG,2025-03,1,20
PICHINCHA,QUITO,170176,PINTAG,2025-04,1,14
PICHINCHA,QUITO,170176,PINTAG,2025-05,1,22
PICHINCHA,QUITO,170176,PINTAG,2025-06,1,28
PICHINCHA,QUITO,170176,PINTAG,2025-07,1,31
PICHINCHA,QUITO,170176,PINTAG,2025-08,1,23
PICHINCHA,QUITO,170176,PINTAG,2025-09,1,27
PICHINCHA,QUITO,170176,PINTAG,2025-10,1,30
PICHINCHA,QUITO,170177,POMASQUI,2025-01,1,18
PICHINCHA,QUITO,170177,POMASQUI,2025-02,1,10
PICHINCHA,QUITO,170177,POMASQUI,2025-03,1,21
PICHINCHA,QUITO,170177,POMASQUI,2025-04,1,12
PICHINCHA,QUITO,170177,POMASQUI,2025-05,1,21
PICHINCHA,QUITO,170177,POMASQUI,2025-06,1,11
PICHINCHA,QUITO,170177,POMASQUI,2025-07,1,16
PICHINCHA,QUITO,170177,POMASQUI,2025-08,1,14
PICHINCHA,QUITO,170177,POMASQUI,2025-09,1,17
PICHINCHA,QUITO,170177,POMASQUI,2025-10,1,25
PICHINCHA,QUITO,170179,PUEMBO,2025-01,1,8
PICHINCHA,QUITO,170179,PUEMBO,2025-02,1,11
PICHINCHA,QUITO,170179,PUEMBO,2025-03,1,9
PICHINCHA,QUITO,170179,PUEMBO,2025-04,1,6
PICHINCHA,QUITO,170179,PUEMBO,2025-05,1,7
PICHINCHA,QUITO,170179,PUEMBO,2025-06,1,11
PICHINCHA,QUITO,170179,PUEMBO,2025-07,1,7
PICHINCHA,QUITO,170179,PUEMBO,2025-08,1,8
PICHINCHA,QUITO,170179,PUEMBO,2025-10,1,6
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-01,2,28
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-02,1,13
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-03,2,31
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-04,1,25
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-05,1,28
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-06,1,21
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-07,1,23
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-08,1,18
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-09,1,38
PICHINCHA,QUITO,170180,SAN ANTONIO,2025-10,2,37
PICHINCHA,QUITO,170183,TABABELA,2025-02,1,7
PICHINCHA,QUITO,170183,TABABELA,2025-03,1,5
PICHINCHA,QUITO,170183,TABABELA,2025-05,1,7
PICHINCHA,QUITO,170183,TABABELA,2025-06,1,11
PICHINCHA,QUITO,170183,TABABELA,2025-07,1,6
PICHINCHA,QUITO,170183,TABABELA,2025-08,1,6
PICHINCHA,QUITO,170183,TABABELA,2025-09,1,6
PICHINCHA,QUITO,170184,TUMBACO,2025-01,2,46
PICHINCHA,QUITO,170184,TUMBACO,2025-02,2,34
PICHINCHA,QUITO,170184,TUMBACO,2025-03,2,72
PICHINCHA,QUITO,170184,TUMBACO,2025-04,2,63
PICHINCHA,QUITO,170184,TUMBACO,2025-05,2,62
PICHINCHA,QUITO,170184,TUMBACO,2025-06,2,51
PICHINCHA,QUITO,170184,TUMBACO,2025-07,2,64
PICHINCHA,QUITO,170184,TUMBACO,2025-08,2,31
PICHINCHA,QUITO,170184,TUMBACO,2025-09,2,40
PICHINCHA,QUITO,170184,TUMBACO,2025-10,2,32
PICHINCHA,QUITO,170185,YARUQUI,2025-01,2,56
PICHINCHA,QUITO,170185,YARUQUI,2025-02,1,39
PICHINCHA,QUITO,170185,YARUQUI,2025-03,2,47
PICHINCHA,QUITO,170185,YARUQUI,2025-04,2,56
PICHINCHA,QUITO,170185,YARUQUI,2025-05,2,55
PICHINCHA,QUITO,170185,YARUQUI,2025-06,2,75
PICHINCHA,QUITO,170185,YARUQUI,2025-07,2,54
PICHINCHA,QUITO,170185,YARUQUI,2025-08,2,61
PICHINCHA,QUITO,170185,YARUQUI,2025-09,2,61
PICHINCHA,QUITO,170185,YARUQUI,2025-10,2,62
PICHINCHA,QUITO,170186,ZAMBIZA,2025-07,1,5
PICHINCHA,QUITO,170186,ZAMBIZA,2025-10,1,6
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-01,2,78
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-02,2,65
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-03,2,108
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-04,2,75
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-05,2,110
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-06,2,94
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-07,2,75
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-08,2,91
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-09,2,86
PICHINCHA,RUMINAHUI,170550,"SANGOLQUI, CABECERA CANTONAL",2025-10,2,76
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-01,1,10
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-02,1,7
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-03,1,14
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-05,1,10
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-06,1,13
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-07,1,11
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-08,1,17
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-09,1,17
PICHINCHA,RUMINAHUI,170551,COTOGCHOA,2025-10,1,18
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-01,1,6
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-02,1,6
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-03,1,8
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-04,1,8
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-05,1,8
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-06,1,8
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-07,1,9
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-08,1,7
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-09,1,6
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170750,"SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL",2025-10,1,6
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170751,MINDO,2025-01,1,5
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170751,MINDO,2025-03,1,7
PICHINCHA,SAN MIGUEL DE LOS BANCOS,170751,MINDO,2025-07,1,6
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-01,2,38
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-02,2,25
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-03,1,19
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-04,1,23
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-05,2,35
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-06,1,18
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-07,1,20
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-08,2,25
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-09,2,39
SANTA ELENA,LA LIBERTAD,240250,"LA LIBERTAD, CABECERA CANTONAL",2025-10,2,34
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-01,1,20
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-02,1,9
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-03,1,9
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-04,1,13
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-05,1,16
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-06,1,7
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-07,1,9
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-08,1,12
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-09,1,10
SANTA ELENA,SALINAS,240350,"SALINAS, CABECERA CANTONAL",2025-10,1,12
SANTA ELENA,SALINAS,240351,ANCONCITO,2025-01,1,5
SANTA ELENA,SALINAS,240351,ANCONCITO,2025-07,1,5
SANTA ELENA,SALINAS,240351,ANCONCITO,2025-10,1,5
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-01,1,6
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-02,1,5
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-03,1,6
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-07,1,8
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-09,1,8
SANTA ELENA,SALINAS,240352,JOSE LUIS TAMAYO (MUEY),2025-10,1,8
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-01,1,20
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-02,1,9
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-03,1,19
SANTA ELENA,SANTA ELENA,240150,"SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCI*",2025-04,1,21
